"","site","plot","subplot","diversity","id","species","genus","family","growth_form","seed_source_short","percent_change_height","percent_change_number_leaves","percent_change_number_herb_damaged","percent_change_number_fungal_damaged","percent_change_number_necrotic_damaged","percent_change_percent_herb","percent_change_percent_necrose","percent_change_percent_fungal","tot_veg","herb_max","grass","fern","herbaceous","woody","rock","deadwood","leaflitter","moss","saplings","seedlings","delta_height","delta_number_leaves","delta_number_herb_damaged","delta_number_fungal_damaged","delta_number_necrotic_damaged","delta_percent_herb","delta_percent_necrose","delta_percent_fungal"
"745","b","bx21","bx21-ii",1,"1021","premna microphylla","premna","lamiaceae","shrub/tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,140,0.15,0.3,0.05,0.1,0,0.01,0.5,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"746","b","bx21","bx21-ii",1,"1089","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.6,140,0.15,0.3,0.05,0.1,0,0.01,0.5,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"747","b","bx21","bx21-ii",1,"1113","smilax china","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.6,140,0.15,0.3,0.05,0.1,0,0.01,0.5,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"748","b","bx21","bx21-ii",1,"1128","smilax china","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.6,140,0.15,0.3,0.05,0.1,0,0.01,0.5,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"749","b","bx21","bx21-ii",1,"206","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",6.52173913043478,59.0909090909091,0,-100,NA,-37.142857142857,NA,-100,0.6,140,0.15,0.3,0.05,0.1,0,0.01,0.5,0,5,2,3,13,0,-5,0,-0.084415584415584,0,-0.227272727272727
"750","b","bx21","bx21-ii",1,"370","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",-60,130.769230769231,NA,NA,NA,NA,NA,NA,0.6,140,0.15,0.3,0.05,0.1,0,0.01,0.5,0,5,2,-69,17,13,8,0,0.433333333333333,0,0.266666666666667
"751","b","bx21","bx21-ii",1,"579","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",75,230,NA,NA,NA,NA,NA,NA,0.6,140,0.15,0.3,0.05,0.1,0,0.01,0.5,0,5,2,21,46,4,9,0,0.0606060606060606,0,0.136363636363636
"752","b","bx21","bx21-ii",1,"620","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.6,140,0.15,0.3,0.05,0.1,0,0.01,0.5,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"753","b","bx21","bx21-ii",1,"620x","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.6,140,0.15,0.3,0.05,0.1,0,0.01,0.5,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"754","b","bx21","bx21-iii",1,"1154","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.4,97,0.03,0.25,0.05,0.1,0,0,0.7,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA
"755","b","bx21","bx21-iii",1,"1174","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.4,97,0.03,0.25,0.05,0.1,0,0,0.7,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA
"756","b","bx21","bx21-iii",1,"306","castanopsis sclerophylla","castanopsis","fagaceae","tree","II",77.2727272727273,55.8823529411765,NA,-42.8571428571429,NA,NA,NA,-63.3423180592991,0.4,97,0.03,0.25,0.05,0.1,0,0,0.7,0,4,0,34,19,18,-3,0,0.339622641509434,0,-0.130410654827968
"757","b","bx21","bx21-iii",1,"383","itea omeiensis","itea","iteaceae","shrub","II",89.1304347826087,143.90243902439,NA,NA,NA,NA,NA,NA,0.4,97,0.03,0.25,0.05,0.1,0,0,0.7,0,4,0,41,59,23,0,0,0.23,0,0
"758","b","bx21","bx21-iii",1,"702","castanopsis sclerophylla","castanopsis","fagaceae","tree","II",2,-1.85185185185185,154.545454545455,NA,NA,159.34819897084,NA,NA,0.4,97,0.03,0.25,0.05,0.1,0,0,0.7,0,4,0,1,-1,17,0,0,0.324598183088749,0,0
"759","b","bx21","bx21-iii",1,"718","castanopsis sclerophylla","castanopsis","fagaceae","tree","II",0,300,1440,NA,NA,285,NA,NA,0.4,97,0.03,0.25,0.05,0.1,0,0,0.7,0,4,0,0,75,72,27,0,0.57,0,0.27
"760","b","bx21","bx21-iv",1,"1148","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,96,0.1,0.15,0.05,0.1,0,0,0.7,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"761","b","bx21","bx21-iv",1,"1167","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.4,96,0.1,0.15,0.05,0.1,0,0,0.7,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"762","b","bx21","bx21-iv",1,"1203","osmanthus fragrans","osmanthus","oleaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,96,0.1,0.15,0.05,0.1,0,0,0.7,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"763","b","bx21","bx21-iv",1,"242","alniphyllum fortunei","alniphyllum","styracaceae","tree","II",130.434782608696,160,-100,NA,NA,-100,NA,NA,0.4,96,0.1,0.15,0.05,0.1,0,0,0.7,0,5,3,30,8,-3,0,3,-0.6,0.230769230769231,0
"764","b","bx21","bx21-iv",1,"456","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",54.5454545454545,316.666666666667,NA,NA,NA,NA,NA,NA,0.4,96,0.1,0.15,0.05,0.1,0,0,0.7,0,5,3,18,38,8,0,0,0.16,0,0
"765","b","bx21","bx21-iv",1,"574","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",-33.0508474576271,-17.5,NA,NA,NA,NA,NA,NA,0.4,96,0.1,0.15,0.05,0.1,0,0,0.7,0,5,3,-39,-70,44,33,0,0.133333333333333,0,0.1
"766","b","bx21","bx21-iv",1,"699","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",19.2982456140351,0,NA,NA,NA,NA,NA,NA,0.4,96,0.1,0.15,0.05,0.1,0,0,0.7,0,5,3,11,0,36,32,0,0.3,0,0.266666666666667
"767","b","bx21","bx21-iv",1,"767","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",27.906976744186,0,NA,-100,NA,NA,NA,-100,0.4,96,0.1,0.15,0.05,0.1,0,0,0.7,0,5,3,12,0,23,-13,0,0.23,0,-0.13
"768","b","bq27","bq27-i",2,"1160","camellia fraterna","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,75,0,0.3,0.02,0.2,0,0.01,0.5,0.1,0,4,NA,NA,NA,NA,NA,NA,NA,NA
"769","b","bq27","bq27-i",2,"1177","smilax china","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,75,0,0.3,0.02,0.2,0,0.01,0.5,0.1,0,4,NA,NA,NA,NA,NA,NA,NA,NA
"770","b","bq27","bq27-i",2,"1184","premna microphylla","premna","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,75,0,0.3,0.02,0.2,0,0.01,0.5,0.1,0,4,NA,NA,NA,NA,NA,NA,NA,NA
"771","b","bq27","bq27-i",2,"1187","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.5,75,0,0.3,0.02,0.2,0,0.01,0.5,0.1,0,4,NA,NA,NA,NA,NA,NA,NA,NA
"772","b","bq27","bq27-ii",2,"1149","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,82,0.03,0.3,0.02,0.05,0,0,0.4,0,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"773","b","bq27","bq27-ii",2,"1218","smilax glabra","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,82,0.03,0.3,0.02,0.05,0,0,0.4,0,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"774","b","bq27","bq27-ii",2,"175","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI",0,50,NA,NA,NA,NA,NA,NA,0.4,82,0.03,0.3,0.02,0.05,0,0,0.4,0,7,3,0,5,0,0,0,0,0,0
"775","b","bq27","bq27-ii",2,"298","itea omeiensis","itea","iteaceae","shrub","II",30,180,NA,NA,NA,NA,NA,NA,0.4,82,0.03,0.3,0.02,0.05,0,0,0.4,0,7,3,18,27,7,0,0,0.166666666666667,0,0
"776","b","bq27","bq27-ii",2,"361","itea omeiensis","itea","iteaceae","shrub","II",-5.55555555555556,131.578947368421,NA,NA,NA,NA,NA,NA,0.4,82,0.03,0.3,0.02,0.05,0,0,0.4,0,7,3,-1,25,0,0,0,0,0,0
"777","b","bq27","bq27-ii",2,"674","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI",-100,-100,NA,NA,NA,NA,NA,NA,0.4,82,0.03,0.3,0.02,0.05,0,0,0.4,0,7,3,-12,-6,0,0,0,0,0,0
"778","b","bq27","bq27-ii",2,"697","lithocarpus glaber","lithocarpus","fagaceae","tree","II",0,-37.7777777777778,-72.7272727272727,NA,NA,-56.1688311688311,NA,NA,0.4,82,0.03,0.3,0.02,0.05,0,0,0.4,0,7,3,0,-17,-8,1,0,-0.137301587301587,0,0.0357142857142857
"779","b","bq27","bq27-ii",2,"807","lindera reflexa","lindera","lauraceae","shrub/tree","EI",91.304347826087,-19.4444444444444,-80,-92.8571428571429,NA,-75.1724137931034,NA,-91.1330049261084,0.4,82,0.03,0.3,0.02,0.05,0,0,0.4,0,7,3,21,-7,-24,-26,0,-0.626436781609195,0,-0.708812260536399
"780","b","bq27","bq27-ii",2,"85","lindera reflexa","lindera","lauraceae","shrub/tree","EI",-100,-100,-100,-100,NA,-100,NA,-100,0.4,82,0.03,0.3,0.02,0.05,0,0,0.4,0,7,3,-52,-12,-10,-5,0,-0.833333333333333,0,-0.416666666666667
"781","b","bq27","bq27-iii",2,"1213","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.6,78,0.001,0.5,0.03,0.05,0,0,0.5,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA
"782","b","bq27","bq27-iii",2,"1310","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.6,78,0.001,0.5,0.03,0.05,0,0,0.5,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA
"783","b","bq27","bq27-iii",2,"1378","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.6,78,0.001,0.5,0.03,0.05,0,0,0.5,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA
"784","b","bq27","bq27-iii",2,"561","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI",136.363636363636,-50,NA,NA,NA,NA,NA,NA,0.6,78,0.001,0.5,0.03,0.05,0,0,0.5,0,6,7,15,-5,0,0,0,0,0,0
"785","b","bq27","bq27-iii",2,"586","lindera reflexa","lindera","lauraceae","shrub/tree","EI",18.1818181818182,83.3333333333333,NA,NA,NA,NA,NA,NA,0.6,78,0.001,0.5,0.03,0.05,0,0,0.5,0,6,7,2,5,1,0,0,0.0909090909090909,0,0
"786","b","bq27","bq27-iii",2,"589","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",17.3076923076923,20.4819277108434,100,NA,NA,66,NA,NA,0.6,78,0.001,0.5,0.03,0.05,0,0,0.5,0,6,7,9,17,5,0,0,0.0397590361445783,0,0
"787","b","bq27","bq27-iii",2,"771","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",5.71428571428571,168.75,NA,NA,NA,NA,NA,NA,0.6,78,0.001,0.5,0.03,0.05,0,0,0.5,0,6,7,2,27,1,0,0,0.0232558139534884,0,0
"788","b","bq27","bq27-iii",2,"82","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",31.0344827586207,-40,NA,NA,NA,NA,NA,NA,0.6,78,0.001,0.5,0.03,0.05,0,0,0.5,0,6,7,9,-40,10,0,0,0.166666666666667,0,0
"789","b","bq27","bq27-iii",2,"835","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",6.12244897959184,85.1851851851852,114.285714285714,0,NA,15.7142857142858,NA,-45.9999999999999,0.6,78,0.001,0.5,0.03,0.05,0,0,0.5,0,6,7,3,23,8,0,0,0.040740740740741,0,-0.068148148148148
"790","b","bq27","bq27-iv",2,"100","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",17.1428571428571,-84.8484848484848,-75,NA,NA,65.0000000000003,NA,NA,0.4,38,0,0.2,0.3,0.15,0,0.001,0.5,0,3,1,6,-28,-3,0,0,0.078787878787879,0,0
"791","b","bq27","bq27-iv",2,"1156","smilax china","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,38,0,0.2,0.3,0.15,0,0.001,0.5,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"792","b","bq27","bq27-iv",2,"1163","camellia fraterna","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,38,0,0.2,0.3,0.15,0,0.001,0.5,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"793","b","bq27","bq27-iv",2,"305","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",2.4390243902439,0,66.6666666666667,NA,NA,66.6666666666667,NA,NA,0.4,38,0,0.2,0.3,0.15,0,0.001,0.5,0,3,1,1,0,4,0,0,0.04,0,0
"794","b","bq27","bq27-iv",2,"691","camellia fraterna","camellia","theaceae","shrub/tree","EI",5.26315789473684,-8.82352941176471,NA,NA,NA,NA,NA,NA,0.4,38,0,0.2,0.3,0.15,0,0.001,0.5,0,3,1,1,-3,1,0,0,0.032258064516129,0,0
"795","b","br29","br29-i",1,"104","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI",5.71428571428571,39.2857142857143,NA,NA,NA,NA,NA,NA,0.3,61,0,0.25,0.001,0.05,0,0,1.2,0,4,0,2,11,4,13,0,0.102564102564103,0,0.333333333333333
"796","b","br29","br29-i",1,"362","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.3,61,0,0.25,0.001,0.05,0,0,1.2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA
"797","b","br29","br29-i",1,"417","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",6.25,0,NA,NA,NA,NA,NA,NA,0.3,61,0,0.25,0.001,0.05,0,0,1.2,0,4,0,3,0,23,0,0,0.23,0,0
"798","b","br29","br29-i",1,"611","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",0,0,1122.22222222222,NA,NA,1122.22222222222,NA,NA,0.3,61,0,0.25,0.001,0.05,0,0,1.2,0,4,0,0,0,101,0,0,0.673333333333333,0,0
"799","b","br29","br29-ii",1,"1166","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,22,0,0.01,0,0.01,0,0,0.5,0.2,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"800","b","br29","br29-ii",1,"240","itea omeiensis","itea","iteaceae","shrub","II",-14.2857142857143,0,NA,-66.6666666666667,NA,NA,NA,-66.6666666666667,0.02,22,0,0.01,0,0.01,0,0,0.5,0.2,2,0,-1,0,1,-2,0,0.25,0,-0.5
"801","b","br29","br29-ii",1,"442","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI",0,-10.8108108108108,NA,NA,NA,NA,NA,NA,0.02,22,0,0.01,0,0.01,0,0,0.5,0.2,2,0,0,-4,3,8,0,0.0909090909090909,0,0.242424242424242
"802","b","br29","br29-iv",1,"1182","camellia japonica","camellia","theaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.07,35,0,0.05,0.02,0,0,0,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"803","b","br29","br29-iv",1,"1193","premna microphylla","premna","lamiaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.07,35,0,0.05,0.02,0,0,0,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"804","b","br29","br29-iv",1,"1207","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.07,35,0,0.05,0.02,0,0,0,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"805","b","bt13","bt13-i",1,"23","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,75,0.2,0.15,0.001,0.05,0,0,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"806","b","bt13","bt13-i",1,"923","smilax china","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,75,0.2,0.15,0.001,0.05,0,0,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"807","b","bt13","bt13-i",1,"979","smilax china","smilax","smilacaceae","shrub/liana","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,75,0.2,0.15,0.001,0.05,0,0,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"808","b","bt13","bt13-ii",1,"189","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",-76.9230769230769,-14.2857142857143,NA,NA,NA,NA,NA,NA,0.5,64,0.15,0.1,0.02,0.25,0,0,0.25,0.02,2,12,NA,NA,NA,NA,NA,NA,NA,NA
"809","b","bt13","bt13-ii",1,"272","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",-7.69230769230769,17.6470588235294,0,NA,NA,-14.9999999999997,NA,NA,0.5,64,0.15,0.1,0.02,0.25,0,0,0.25,0.02,2,12,-4,6,0,0,0,-0.017647058823529,0,0
"810","b","bt13","bt13-ii",1,"319","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",-13.5135135135135,-31,NA,NA,NA,NA,NA,NA,0.5,64,0.15,0.1,0.02,0.25,0,0,0.25,0.02,2,12,-10,-31,14,0,3,0.202898550724638,0.0434782608695652,0
"811","b","bt13","bt13-ii",1,"331","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",-100,-100,-100,NA,NA,-100,NA,NA,0.5,64,0.15,0.1,0.02,0.25,0,0,0.25,0.02,2,12,-51,-94,-5,0,0,-0.0531914893617021,0,0
"812","b","bt13","bt13-ii",1,"336","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",-7.69230769230769,0,500,700,NA,500.000000000001,NA,700,0.5,64,0.15,0.1,0.02,0.25,0,0,0.25,0.02,2,12,-5,0,20,21,0,0.166666666666667,0,0.175
"813","b","bt13","bt13-ii",1,"479","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",-100,-100,-100,NA,NA,-100,NA,NA,0.5,64,0.15,0.1,0.02,0.25,0,0,0.25,0.02,2,12,-76,-35,-2,0,0,-0.0571428571428571,0,0
"814","b","bt13","bt13-ii",1,"740","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,64,0.15,0.1,0.02,0.25,0,0,0.25,0.02,2,12,NA,NA,NA,NA,NA,NA,NA,NA
"815","b","bt13","bt13-ii",1,"787","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",7.46268656716418,0,460,-100,NA,459.999999999999,NA,-100,0.5,64,0.15,0.1,0.02,0.25,0,0,0.25,0.02,2,12,5,0,23,-6,0,0.191666666666666,0,-0.05
"816","b","bt13","bt13-ii",1,"855","ilex pubescens","ilex","aquifoliaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,64,0.15,0.1,0.02,0.25,0,0,0.25,0.02,2,12,NA,NA,NA,NA,NA,NA,NA,NA
"817","b","bt13","bt13-ii",1,"9","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",10.1123595505618,0,-100,-100,NA,-100,NA,-100,0.5,64,0.15,0.1,0.02,0.25,0,0,0.25,0.02,2,12,9,0,-3,-5,0,-0.025,0,-0.0416666666666667
"818","b","bt13","bt13-iii",1,"207","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,80,0.2,0.15,0.1,0.1,0,0,0.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"819","b","bt13","bt13-iii",1,"256","unknown sp.","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,80,0.2,0.15,0.1,0.1,0,0,0.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"820","b","bt13","bt13-iii",1,"859","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",-12.5,100,NA,NA,NA,NA,NA,NA,0.5,80,0.2,0.15,0.1,0.1,0,0,0.25,NA,NA,NA,-4,5,3,0,0,0.3,0,0
"821","b","bt13","bt13-iii",1,"976","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.5,80,0.2,0.15,0.1,0.1,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","b","bt13","bt13-iv",1,"224","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",16.6666666666667,59.5238095238095,200,-100,NA,88.0597014925375,NA,-100,0.7,173,0.5,0.1,0.03,0.05,0,0,0.4,0,10,4,3,25,2,-4,4,0.0209665955934613,0.0597014925373134,-0.0952380952380952
"823","b","bt13","bt13-iv",1,"315","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",33.3333333333333,156.410256410256,NA,-22.7272727272727,NA,NA,NA,-69.8636363636363,0.7,173,0.5,0.1,0.03,0.05,0,0,0.4,0,10,4,5,61,20,-5,0,0.2,0,-0.394102564102564
"824","b","bt29","bt29-i",1,"1146","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.4,60,0.01,0.25,0.02,0.2,0,0,0.7,0,5,11,NA,NA,NA,NA,NA,NA,NA,NA
"825","b","bt29","bt29-i",1,"1179","itea omeiensis","itea","iteaceae","shrub","II",NA,NA,NA,NA,NA,NA,NA,NA,0.4,60,0.01,0.25,0.02,0.2,0,0,0.7,0,5,11,NA,NA,NA,NA,NA,NA,NA,NA
"826","b","bt29","bt29-i",1,"1200","itea omeiensis","itea","iteaceae","shrub","II",NA,NA,NA,NA,NA,NA,NA,NA,0.4,60,0.01,0.25,0.02,0.2,0,0,0.7,0,5,11,NA,NA,NA,NA,NA,NA,NA,NA
"827","b","bt29","bt29-i",1,"258","itea omeiensis","itea","iteaceae","shrub","II",7.89473684210526,23.5294117647059,200,NA,NA,142.857142857142,NA,NA,0.4,60,0.01,0.25,0.02,0.2,0,0,0.7,0,5,11,3,4,8,0,0,0.336134453781512,0,0
"828","b","bt29","bt29-i",1,"284","itea omeiensis","itea","iteaceae","shrub","II",2,50,NA,NA,NA,NA,NA,NA,0.4,60,0.01,0.25,0.02,0.2,0,0,0.7,0,5,11,2,14,9,0,0,0.214285714285714,0,0
"829","b","bt29","bt29-i",1,"326","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",3.50877192982456,117.647058823529,166.666666666667,NA,NA,22.5225225225223,NA,NA,0.4,60,0.01,0.25,0.02,0.2,0,0,0.7,0,5,11,2,40,5,4,0,0.0198728139904609,0,0.0540540540540541
"830","b","bt29","bt29-i",1,"51","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",11.4285714285714,50,NA,NA,NA,NA,NA,NA,0.4,60,0.01,0.25,0.02,0.2,0,0,0.7,0,5,11,4,9,7,0,0,0.259259259259259,0,0
"831","b","bt29","bt29-iii",1,"1185","itea omeiensis","itea","iteaceae","shrub","II",NA,NA,NA,NA,NA,NA,NA,NA,0.15,200,0.02,0.1,0.02,0.02,0,0,1,0,6,8,NA,NA,NA,NA,NA,NA,NA,NA
"832","b","bt29","bt29-iii",1,"1199","itea omeiensis","itea","iteaceae","shrub","II",NA,NA,NA,NA,NA,NA,NA,NA,0.15,200,0.02,0.1,0.02,0.02,0,0,1,0,6,8,NA,NA,NA,NA,NA,NA,NA,NA
"833","b","bt29","bt29-iii",1,"1219","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.15,200,0.02,0.1,0.02,0.02,0,0,1,0,6,8,NA,NA,NA,NA,NA,NA,NA,NA
"834","b","bt29","bt29-iii",1,"129","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",-100,-100,-100,NA,NA,-100,NA,NA,0.15,200,0.02,0.1,0.02,0.02,0,0,1,0,6,8,-58,-100,-4,0,0,-0.04,0,0
"835","b","bt29","bt29-iii",1,"180","itea omeiensis","itea","iteaceae","shrub","II",NA,NA,NA,NA,NA,NA,NA,NA,0.15,200,0.02,0.1,0.02,0.02,0,0,1,0,6,8,NA,NA,NA,NA,NA,NA,NA,NA
"836","b","bt29","bt29-iii",1,"188","itea omeiensis","itea","iteaceae","shrub","II",NA,NA,NA,NA,NA,NA,NA,NA,0.15,200,0.02,0.1,0.02,0.02,0,0,1,0,6,8,NA,NA,NA,NA,NA,NA,NA,NA
"837","b","bt29","bt29-iii",1,"367","itea omeiensis","itea","iteaceae","shrub","II",6.57894736842105,0,400,825,NA,400,NA,825,0.15,200,0.02,0.1,0.02,0.02,0,0,1,0,6,8,5,0,8,33,0,0.08,0,0.33
"838","b","bt29","bt29-iii",1,"485","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",100,0,NA,NA,NA,NA,NA,NA,0.15,200,0.02,0.1,0.02,0.02,0,0,1,0,6,8,30,0,27,0,0,0.27,0,0
"839","b","bt29","bt29-iii",1,"779","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",0,175,NA,NA,NA,NA,NA,NA,0.15,200,0.02,0.1,0.02,0.02,0,0,1,0,6,8,0,7,3,0,0,0.272727272727273,0,0
"840","b","bt29","bt29-iiiv",1,"1169","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,NA,NA,NA,NA,NA,NA,NA,0.3,107,0.15,0.1,0.001,0.02,0,0,0,0,2,13,NA,NA,NA,NA,NA,NA,NA,NA
"841","b","bt29","bt29-iiiv",1,"1191","itea omeiensis","itea","iteaceae","shrub","II",NA,NA,NA,NA,NA,NA,NA,NA,0.3,107,0.15,0.1,0.001,0.02,0,0,0,0,2,13,NA,NA,NA,NA,NA,NA,NA,NA
"842","b","bt29","bt29-iiiv",1,"1194","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",NA,NA,NA,NA,NA,NA,NA,NA,0.3,107,0.15,0.1,0.001,0.02,0,0,0,0,2,13,NA,NA,NA,NA,NA,NA,NA,NA
"843","b","bt29","bt29-iiiv",1,"1204","itea omeiensis","itea","iteaceae","shrub","II",NA,NA,NA,NA,NA,NA,NA,NA,0.3,107,0.15,0.1,0.001,0.02,0,0,0,0,2,13,NA,NA,NA,NA,NA,NA,NA,NA
