"","date","year","site","plot","subplot","type","diversity","id","species","genus","family","growth_form","seed_source_short","survival","height","number_leaves","number_herb_damaged","percent_hmin","percent_hmax","number_fungal_damaged","percent_fungal","percent_fmin","percent_fmax","number_necrotic_damaged","percent_necrose","percent_nmin","percent_nmax","tot_veg","percent_herb","herb_max","grass","fern","herbaceous","woody","saplings","seedlings","open_ground","rock","leaflitter","leaflitter_dept","deadwood","moss","rli","soil_h20","soil_ph_k_cl","soil_n","soil_c","soil_c_n","soil_h20_all","soil_ph_k_cl_all","soil_n_all","soil_c_all","soil_c_n_all","notes"
"1950","2023-09-10",2023,"a","af21","af21-iii",NA,1,"131","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,126,0.05,0.1,0.05,0.001,3,9,NA,0,0.1,NA,0,0,38.9189773233749,4.7,3.75,0.257208831608295,3.51854836940765,13.618215335474,4.674,3.708,0.147538250684738,1.71774020195007,10.8236909025371,"external invader "
"1951","2023-09-10",2023,"a","af21","af21-iii","sapling",1,"470","dalbergia hupeana","dalbergia","fabaceae","tree","ei","1",51,11,7,0.1,0.5,1,0.0909090909090909,0.2,0.2,0,0,NA,NA,0.25,0.636363636363636,126,0.05,0.1,0.05,0.001,3,9,NA,0,0.1,NA,0,0,38.9189773233749,4.7,3.75,0.257208831608295,3.51854836940765,13.618215335474,4.674,3.708,0.147538250684738,1.71774020195007,10.8236909025371,"external invader "
"1952","2023-09-10",2023,"a","af21","af21-iii","sapling",1,"695","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ii","1",47,24,5,0.01,0.1,2,0.0833333333333333,0.01,0.03,0,0,NA,NA,0.25,0.208333333333333,126,0.05,0.1,0.05,0.001,3,9,NA,0,0.1,NA,0,0,38.9189773233749,4.7,3.75,0.257208831608295,3.51854836940765,13.618215335474,4.674,3.708,0.147538250684738,1.71774020195007,10.8236909025371,"label corrected in census; 24 leaves ip; internal invader "
"1953","2023-09-10",2023,"a","af21","af21-iii","sapling",1,"748","calicarpa dichotoma","calicarpa","lamiaceae","shrub/tree","ei","n",28,27,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.25,0,126,0.05,0.1,0.05,0.001,3,9,NA,0,0.1,NA,0,0,38.9189773233749,4.7,3.75,0.257208831608295,3.51854836940765,13.618215335474,4.674,3.708,0.147538250684738,1.71774020195007,10.8236909025371,"27 leaves in plot; external invader "
"1954","2023-09-10",2023,"a","af21","af21-iv","sapling",1,"592","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",68,180,18,0.01,0.05,0,0,NA,NA,0,0,NA,NA,0.6,0.1,75,0.1,0.5,0.01,0.01,2,1,NA,0,0.25,NA,0.01,0,19.7877703691657,4.7,3.75,0.257208831608295,3.51854836940765,13.618215335474,4.674,3.708,0.147538250684738,1.71774020195007,10.8236909025371,"label corrected in census; 6; external invader "
"1955","2023-09-10",2023,"a","af21","af21-iv","sapling",1,"714","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ii","1",39,36,2,0.01,0.2,0,0,NA,NA,0,0,NA,NA,0.6,0.0555555555555556,75,0.1,0.5,0.01,0.01,2,1,NA,0,0.25,NA,0.01,0,19.7877703691657,4.7,3.75,0.257208831608295,3.51854836940765,13.618215335474,4.674,3.708,0.147538250684738,1.71774020195007,10.8236909025371,"internal invader "
"1956","2023-09-10",2023,"a","ag24","ag24-i","sapling",1,"317","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",41,22,5,0.05,0.15,8,0.363636363636364,0.01,0.03,10,0.454545454545455,0.03,0.1,0.2,0.227272727272727,88,0.01,0.15,0.03,0.02,1,6,NA,0,0.1,NA,0,0.05,73.5840924111376,5.03,3.83,0.291776582598686,4.09417641162872,13.9749850168624,4.844,3.774,0.163602276146412,1.88906422257423,10.0501504478162,"external invader "
"1957","2023-09-10",2023,"a","ag24","ag24-ii","sapling",1,"857","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","n",27,25,0,NA,NA,2,0.08,0.01,0.01,0,0,NA,NA,0.15,0,35,0.001,0.01,0.15,0.001,0,0,NA,0,0.2,NA,0,0,73.5406054218631,5.03,3.83,0.291776582598686,4.09417641162872,13.9749850168624,4.844,3.774,0.163602276146412,1.88906422257423,10.0501504478162,"external invader "
"1958","2023-09-10",2023,"a","ag24","ag24-iii",NA,1,"162","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,70,0,0.07,0.07,0,1,0,NA,0,0.2,NA,0,0,108.742540365333,5.03,3.83,0.291776582598686,4.09417641162872,13.9749850168624,4.844,3.774,0.163602276146412,1.88906422257423,10.0501504478162,"absent, may have been in ag24-ii,; external invader "
"1959","2023-09-10",2023,"a","ai12","ai12-i","sapling",1,"246","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",36,28,6,0.05,0.3,0,0,NA,NA,1,0.0357142857142857,0.15,0.15,0.15,0.214285714285714,54,0.1,0.02,0.01,0.01,3,2,NA,0,0.05,NA,0.02,0.15,15.6796633069096,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"partially in plot; external invader "
"1960","2023-09-10",2023,"a","ai12","ai12-i","sapling",1,"449","cinnamomum camphora","cinnamomum","lauraceae","tree","ii","1",48,100,97,0.5,0.6,0,0,NA,NA,7,0.07,0.03,0.1,0.15,0.97,54,0.1,0.02,0.01,0.01,3,2,NA,0,0.05,NA,0.02,0.15,15.6796633069096,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"3; internal invader "
"1961","2023-09-10",2023,"a","ai12","ai12-i","sapling",1,"473","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","ii","1",22,53,4,0.03,0.2,0,0,NA,NA,0,0,NA,NA,0.15,0.0754716981132075,54,0.1,0.02,0.01,0.01,3,2,NA,0,0.05,NA,0.02,0.15,15.6796633069096,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"internal invader "
"1962","2023-09-10",2023,"a","ai12","ai12-i","sapling",1,"950","calicarpa dichotoma","calicarpa","lamiaceae","shrub/tree","ei","n",64,19,19,0.05,0.75,0,0,NA,NA,0,0,NA,NA,0.15,1,54,0.1,0.02,0.01,0.01,3,2,NA,0,0.05,NA,0.02,0.15,15.6796633069096,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"external invader "
"1963","2023-09-10",2023,"a","ai12","ai12-i","sapling",1,"973","loropetalum chinense","loropetalum","hamamelidaceae","shrub/tree","ii","n",25,33,0,NA,NA,5,0.151515151515152,0.01,0.05,0,0,NA,NA,0.15,0,54,0.1,0.02,0.01,0.01,3,2,NA,0,0.05,NA,0.02,0.15,15.6796633069096,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"internal invader "
"1964","2023-09-10",2023,"a","ai12","ai12-ii","sapling",1,"563","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",43,120,28,0.05,0.1,20,0.166666666666667,0.1,0.3,0,0,NA,NA,0.6,0.233333333333333,47,0.15,0.2,0.15,0.1,4,1,NA,0,0.2,NA,0,0,17.8218180063688,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"5; external invader "
"1965","2023-09-10",2023,"a","ai12","ai12-ii","sapling",1,"588","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",38,100,27,0.05,0.2,0,0,NA,NA,23,0.23,0.01,0.05,0.6,0.27,47,0.15,0.2,0.15,0.1,4,1,NA,0,0.2,NA,0,0,17.8218180063688,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"3; external invader "
"1966","2023-09-10",2023,"a","ai12","ai12-ii","sapling",1,"625","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",44,49,8,0.01,0.15,7,0.142857142857143,0.05,0.2,0,0,NA,NA,0.6,0.163265306122449,47,0.15,0.2,0.15,0.1,4,1,NA,0,0.2,NA,0,0,17.8218180063688,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"external invader "
"1967","2023-09-10",2023,"a","ai12","ai12-ii","sapling",1,"778","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",21,33,7,0.05,0.6,0,0,NA,NA,0,0,NA,NA,0.6,0.212121212121212,47,0.15,0.2,0.15,0.1,4,1,NA,0,0.2,NA,0,0,17.8218180063688,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"external invader "
"1968","2023-09-10",2023,"a","ai12","ai12-ii","sapling",1,"872","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ii","n",26,23,2,0.01,0.05,0,0,NA,NA,0,0,NA,NA,0.6,0.0869565217391304,47,0.15,0.2,0.15,0.1,4,1,NA,0,0.2,NA,0,0,17.8218180063688,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"internal invader "
"1969","2023-09-10",2023,"a","ai12","ai12-ii","sapling",1,"970","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","n",17,13,0,NA,NA,2,0.153846153846154,0.01,0.03,0,0,NA,NA,0.6,0,47,0.15,0.2,0.15,0.1,4,1,NA,0,0.2,NA,0,0,17.8218180063688,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"external invader "
"1970","2023-09-10",2023,"a","ai12","ai12-iii","sapling",1,"385","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",69,180,36,0.01,0.15,30,0.166666666666667,0.01,0.05,0,0,NA,NA,0.6,0.2,63,0,0.5,0.02,0.1,3,4,NA,0,0.03,NA,0,0.02,38.9243534613288,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"6; external invader "
"1971","2023-09-10",2023,"a","ai12","ai12-iii","sapling",1,"587","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",87,46,2,0.01,0.05,0,0,NA,NA,0,0,NA,NA,0.6,0.0434782608695652,63,0,0.5,0.02,0.1,3,4,NA,0,0.03,NA,0,0.02,38.9243534613288,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"partially in plot; external invader "
"1972","2023-09-10",2023,"a","ai12","ai12-iii","sapling",1,"639","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",58,180,36,0.01,0.1,18,0.1,0.01,0.2,24,0.133333333333333,0.01,0.1,0.6,0.2,63,0,0.5,0.02,0.1,3,4,NA,0,0.03,NA,0,0.02,38.9243534613288,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"6; external invader "
"1973","2023-09-10",2023,"a","ai12","ai12-iv","sapling",1,"753","quercus serrata","quercus","fagaceae","tree","ii","1",19,15,8,0.01,0.2,0,0,NA,NA,0,0,NA,NA,0.4,0.533333333333333,95,0,0.4,0.001,0.001,2,1,NA,0.01,0.3,NA,0,0.1,26.9773874223602,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"internal invader "
"1974","2023-09-10",2023,"a","ai12","ai12-iv","sapling",1,"837","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",38,39,2,0.01,0.01,4,0.102564102564103,0.3,0.5,0,0,NA,NA,0.4,0.0512820512820513,95,0,0.4,0.001,0.001,2,1,NA,0.01,0.3,NA,0,0.1,26.9773874223602,4.935,3.73,0.259779535233974,3.58968234062195,13.7686264703184,4.869,3.672,0.134672935307026,1.47536974549294,9.55784271348399,"39 ip; external invader "
"1975","2023-09-10",2023,"a","ai27","ai27-ii","sapling",2,"130","loropetalum chinense","loropetalum","hamamelidaceae","shrub/tree","ii","1",63,100,30,0.01,0.2,0,0,NA,NA,10,0.1,0.05,0.2,0.6,0.3,34,0.001,0.5,0.02,0.05,4,0,NA,0,0.2,NA,0,0,95.1733966745843,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"3; internal invader "
"1976","2023-09-10",2023,"a","ai27","ai27-ii","sapling",2,"321","loropetalum chinense","loropetalum","hamamelidaceae","shrub/tree","ii","1",51,120,4,0.05,0.05,0,0,NA,NA,8,0.0666666666666667,0.2,0.3,0.6,0.0333333333333333,34,0.001,0.5,0.02,0.05,4,0,NA,0,0.2,NA,0,0,95.1733966745843,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"4; internal invader "
"1977","2023-09-10",2023,"a","ai27","ai27-ii","sapling",2,"651","rhododendron simsii","rhododendron","ericaceae","shrub","asp","1",18,40,5,0.01,0.4,6,0.15,0.01,0.1,0,0,NA,NA,0.6,0.125,34,0.001,0.5,0.02,0.05,4,0,NA,0,0.2,NA,0,0,95.1733966745843,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"planted, but not at this site "
"1978","2023-09-10",2023,"a","ai27","ai27-ii","sapling",2,"705","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",41,74,3,0.01,0.1,0,0,NA,NA,4,0.0540540540540541,0.01,0.05,0.6,0.0405405405405405,34,0.001,0.5,0.02,0.05,4,0,NA,0,0.2,NA,0,0,95.1733966745843,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"external invader "
"1979","2023-09-10",2023,"a","ai27","ai27-iii","sapling",2,"208","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",26,55,15,0.01,0.5,0,0,NA,NA,21,0.381818181818182,0.01,0.2,0.6,0.272727272727273,39,0,0.4,0.01,0.2,5,2,NA,0,0.6,NA,0,0,94.1284932296168,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"external invader "
"1980","2023-09-10",2023,"a","ai27","ai27-iii","sapling",2,"257","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",42,53,4,0.01,0.2,0,0,NA,NA,1,0.0188679245283019,0.01,0.01,0.6,0.0754716981132075,39,0,0.4,0.01,0.2,5,2,NA,0,0.6,NA,0,0,94.1284932296168,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"external invader "
"1981","2023-09-10",2023,"a","ai27","ai27-iii","sapling",2,"482","castanea henryi","castanea","fagaceae","tree","ii","r",94,240,168,0.05,0.6,8,0.0333333333333333,0.03,0.03,0,0,NA,NA,0.6,0.7,39,0,0.4,0.01,0.2,5,2,NA,0,0.6,NA,0,0,94.1284932296168,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"8; internal invader "
"1982","2023-09-10",2023,"a","ai27","ai27-iii","sapling",2,"59","loropetalum chinense","loropetalum","hamamelidaceae","shrub/tree","ii","1",81,210,35,0.01,0.3,14,0.0666666666666667,0.01,0.05,0,0,NA,NA,0.6,0.166666666666667,39,0,0.4,0.01,0.2,5,2,NA,0,0.6,NA,0,0,94.1284932296168,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"7; internal invader "
"1983","2023-09-10",2023,"a","ai27","ai27-iii","sapling",2,"602","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",42,42,2,0.05,0.05,0,0,NA,NA,1,0.0238095238095238,0.01,0.01,0.6,0.0476190476190476,39,0,0.4,0.01,0.2,5,2,NA,0,0.6,NA,0,0,94.1284932296168,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"external invader "
"1984","2023-09-10",2023,"a","ai27","ai27-iii","sapling",2,"659","loropetalum chinense","loropetalum","hamamelidaceae","shrub/tree","ii","1",73,420,98,0.05,0.5,0,0,NA,NA,0,0,NA,NA,0.6,0.233333333333333,39,0,0.4,0.01,0.2,5,2,NA,0,0.6,NA,0,0,94.1284932296168,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"14; internal invader "
"1985","2023-09-10",2023,"a","ai27","ai27-iv","sapling",2,"198","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ii","1",57,120,12,0.05,0.2,0,0,NA,NA,12,0.1,0.01,0.05,0.4,0.1,58,0.001,0.3,0.02,0.05,2,1,NA,0,0.6,NA,0,0,53.2819277108434,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"4; internal invader "
"1986","2023-09-10",2023,"a","ai27","ai27-iv","sapling",2,"661","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",51,120,32,0.01,0.05,0,0,NA,NA,8,0.0666666666666667,0.05,0.2,0.4,0.266666666666667,58,0.001,0.3,0.02,0.05,2,1,NA,0,0.6,NA,0,0,53.2819277108434,4.435,3.56,0.209692917764187,3.9253693819046,18.5764014741437,4.531,3.684,0.0938060224056244,1.35655111670494,11.6430367651605,"4; external invader "
"1987","2023-09-10",2023,"a","ai28","ai28-i",NA,1,"213","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,38,0.001,0.45,0.001,0.05,2,4,NA,0,0.6,NA,0,0,73.4979423868313,4.8,3.76,0.206035673618317,3.8461240530014,18.2496310369001,4.776,3.776,0.104551382362843,1.51029924154282,12.3565532833418,"same individual as 472; external invader "
"1988","2023-09-10",2023,"a","ai28","ai28-i","sapling",1,"472","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",72,150,25,0.01,0.3,0,0,NA,NA,20,0.133333333333333,0.05,0.05,0.5,0.166666666666667,38,0.001,0.45,0.001,0.05,2,4,NA,0,0.6,NA,0,0,73.4979423868313,4.8,3.76,0.206035673618317,3.8461240530014,18.2496310369001,4.776,3.776,0.104551382362843,1.51029924154282,12.3565532833418,"5; external invader "
"1989","2023-09-10",2023,"a","ai28","ai28-i","sapling",1,"607","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","n",19,6,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.5,0,38,0.001,0.45,0.001,0.05,2,4,NA,0,0.6,NA,0,0,73.4979423868313,4.8,3.76,0.206035673618317,3.8461240530014,18.2496310369001,4.776,3.776,0.104551382362843,1.51029924154282,12.3565532833418,"external invader "
"1990","2023-09-10",2023,"a","ai28","ai28-i","sapling",1,"863","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","n",24,12,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.5,0,38,0.001,0.45,0.001,0.05,2,4,NA,0,0.6,NA,0,0,73.4979423868313,4.8,3.76,0.206035673618317,3.8461240530014,18.2496310369001,4.776,3.776,0.104551382362843,1.51029924154282,12.3565532833418,"external invader "
"1991","2023-09-10",2023,"a","ai28","ai28-i","sapling",1,"875","loropetalum chinense","loropetalum","hamamelidaceae","shrub/tree","ii","n",67,100,7,0.01,0.05,0,0,NA,NA,10,0.1,0.01,0.9,0.5,0.07,38,0.001,0.45,0.001,0.05,2,4,NA,0,0.6,NA,0,0,73.4979423868313,4.8,3.76,0.206035673618317,3.8461240530014,18.2496310369001,4.776,3.776,0.104551382362843,1.51029924154282,12.3565532833418,"3; internal invader "
"1992","2023-09-10",2023,"a","ai28","ai28-ii","sapling",1,"255","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",33,70,3,0.01,0.1,0,0,NA,NA,7,0.1,0.01,0.2,0.25,0.0428571428571429,30,0,0.25,0,0.01,1,5,NA,0,0.9,NA,0.01,0,50.0752334832238,4.8,3.76,0.206035673618317,3.8461240530014,18.2496310369001,4.776,3.776,0.104551382362843,1.51029924154282,12.3565532833418,"external invader "
"1993","2023-09-10",2023,"a","ai28","ai28-ii","seedling",1,"891","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ii","n",13,9,1,0.4,0.4,0,0,NA,NA,0,0,NA,NA,0.25,0.111111111111111,30,0,0.25,0,0.01,1,5,NA,0,0.9,NA,0.01,0,50.0752334832238,4.8,3.76,0.206035673618317,3.8461240530014,18.2496310369001,4.776,3.776,0.104551382362843,1.51029924154282,12.3565532833418,"internal invader "
"1994","2023-09-15",2023,"a","al22","al22-ii","seedling",16,"1727","ardisia crenata","ardisia","primulaceae","shrub","ii","n",7,4,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,2,NA,0,0.3,NA,0,0,2.43529525200072,4.465,3.63,0.253402434289455,4.85957527160645,18.9714889936957,4.637,3.79,0.11730065792799,1.7117676794529,11.9249484192388,"internal invader "
"1995","2023-09-15",2023,"b","bq17","bq17-i","sapling",8,"273","itea omeiensis","itea","iteaceae","shrub/tree","ii","1",31,19,3,0.01,0.05,0,0,NA,NA,2,0.105263157894737,0.01,0.05,0.4,0.157894736842105,104,0.02,0.25,0.02,0.15,6,1,NA,0,0.5,NA,0,0,9.31444279100529,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"internal invader "
"1996","2023-09-15",2023,"b","bq17","bq17-i","sapling",8,"673","manglietia fordiana","manglietia","magnoliaceae","tree","r","1",36,26,4,0.05,0.15,0,0,NA,NA,1,0.0384615384615385,0.03,0.03,0.4,0.153846153846154,104,0.02,0.25,0.02,0.15,6,1,NA,0,0.5,NA,0,0,9.31444279100529,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"regeneration "
"1997","2023-09-15",2023,"b","bq17","bq17-i","sapling",8,"777","eurya muricata","eurya","pentaphylacaceae","shrub/tree","asp","1",44,32,1,0.1,0.1,0,0,NA,NA,2,0.0625,0.01,0.01,0.4,0.03125,104,0.02,0.25,0.02,0.15,6,1,NA,0,0.5,NA,0,0,9.31444279100529,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"planted, but not at this site "
"1998","2023-09-15",2023,"b","bq17","bq17-i","sapling",8,"789","itea omeiensis","itea","iteaceae","shrub/tree","ii","1",47,35,1,0.03,0.03,0,0,NA,NA,4,0.114285714285714,0.01,0.05,0.4,0.0285714285714286,104,0.02,0.25,0.02,0.15,6,1,NA,0,0.5,NA,0,0,9.31444279100529,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"internal invader "
"1999","2023-09-15",2023,"b","bq17","bq17-i","sapling",8,"800","eurya muricata","eurya","pentaphylacaceae","shrub/tree","asp","1",42,26,3,0.01,0.01,0,0,NA,NA,2,0.0769230769230769,0.01,0.2,0.4,0.115384615384615,104,0.02,0.25,0.02,0.15,6,1,NA,0,0.5,NA,0,0,9.31444279100529,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"planted, but not at this site "
"2000","2023-09-15",2023,"b","bq17","bq17-i","sapling",8,"804","itea omeiensis","itea","iteaceae","shrub/tree","ii","1",43,19,3,0.03,0.05,0,0,NA,NA,2,0.105263157894737,0.03,0.1,0.4,0.157894736842105,104,0.02,0.25,0.02,0.15,6,1,NA,0,0.5,NA,0,0,9.31444279100529,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"internal invader "
"2001","2023-09-15",2023,"b","bq17","bq17-i","seedling",8,"865","itea omeiensis","itea","iteaceae","shrub/tree","ii","n",10,11,1,0.01,0.01,0,0,NA,NA,0,0,NA,NA,0.4,0.0909090909090909,104,0.02,0.25,0.02,0.15,6,1,NA,0,0.5,NA,0,0,9.31444279100529,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"internal invader "
"2002","2023-09-15",2023,"b","bq17","bq17-i.o","sapling",8,"608","itea omeiensis","itea","iteaceae","shrub/tree","ii","1",37,10,1,0.1,0.1,0,0,NA,NA,1,0.1,0.03,0.03,0.25,0.1,62,0.01,0.05,0.03,0.15,4,2,NA,0,0.4,NA,0,0.15,5.73324499056339,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"internal invader "
"2003","2023-09-15",2023,"b","bq17","bq17-i.o","sapling",8,"761","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","ei","1",48,58,9,0.1,0.5,0,0,NA,NA,0,0,NA,NA,0.25,0.155172413793103,62,0.01,0.05,0.03,0.15,4,2,NA,0,0.4,NA,0,0.15,5.73324499056339,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"external invader "
"2004","2023-09-15",2023,"b","bq17","bq17-i.o","sapling",8,"798","itea omeiensis","itea","iteaceae","shrub/tree","ii","1",42,39,2,0.01,0.1,0,0,NA,NA,0,0,NA,NA,0.25,0.0512820512820513,62,0.01,0.05,0.03,0.15,4,2,NA,0,0.4,NA,0,0.15,5.73324499056339,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"internal invader "
"2005","2023-09-15",2023,"b","bq17","bq17-i.o","sapling",8,"821","itea omeiensis","itea","iteaceae","shrub/tree","ii","1",39,20,4,0.05,0.3,0,0,NA,NA,3,0.15,0.05,0.1,0.25,0.2,62,0.01,0.05,0.03,0.15,4,2,NA,0,0.4,NA,0,0.15,5.73324499056339,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"internal invader "
"2006","2023-09-15",2023,"b","bq17","bq17-i.o","sapling",8,"856","itea omeiensis","itea","iteaceae","shrub/tree","ii","n",47,20,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.25,0,62,0.01,0.05,0.03,0.15,4,2,NA,0,0.4,NA,0,0.15,5.73324499056339,4.705,3.66,0.183494292199612,2.2311290204525,10.7966070736377,4.657,3.7,0.152183620631695,1.67214083075523,10.4326799587519,"internal invader "
