"date","site","plot","subplot","diversity","id","species","genus","family","growth_form","seed_source_short","tot_veg","herb_max","grass","fern","herbaceous","woody","open_ground","rock","leaflitter","leaflitter_dept","deadwood","moss","notes","survival","height","number_leaves","number_herb_damaged","percent_hmin","percent_hmax","number_fungal_damaged","percent_fungal","percent_fmin","percent_fmax","number_necrotic_damaged","percent_necrose","percent_nmin","percent_nmax","notes2","year","type","month","percent_herb","saplings","seedlings"
2024-05-31,"b","bq29","bq29-iv",1,"580",NA,"unknown","unknown","unknown",NA,1,100,0.01,0.8,0,0.2,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-31,"b","bq29","bq29-iv",1,"580","alniphyllum fortunei","alniphyllum","styracaceae","tree",NA,1,100,0.01,0.8,0,0.2,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-31,"b","bq29","bq29-iv",1,"1331",NA,"unknown","unknown","unknown",NA,1,100,0.01,0.8,0,0.2,0,0,0,NA,0,0,NA,"1",92,120,30,NA,NA,2,0.0166666666666667,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-31,"b","bq29","bq29-iv",1,"1665","recruit",NA,NA,NA,NA,1,100,0.01,0.8,0,0.2,0,0,0,NA,0,0,NA,"n",26,16,5,NA,NA,2,0.125,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-31,"b","bq29","bq29-iv",1,"1822","recruit",NA,NA,NA,NA,1,100,0.01,0.8,0,0.2,0,0,0,NA,0,0,NA,"n",46,100,20,NA,NA,1,0.01,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-31,"b","bq29","bq29-iv",1,"1896","recruit",NA,NA,NA,NA,1,100,0.01,0.8,0,0.2,0,0,0,NA,0,0,NA,"n",87,300,15,NA,NA,180,0.6,0.01,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-31,"b","bq29","bq29-iv",1,"1286","seedling",NA,NA,NA,NA,1,100,0.01,0.8,0,0.2,0,0,0,NA,0,0,NA,"n",8,4,1,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-i",1,"417","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",0.45,75,0,0.2,0,0.25,0,0,0.55,4,0,0,NA,"1",75,400,80,NA,NA,0,0,NA,NA,0,0,NA,NA,"3b",2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-i",1,"417","eurya muricata","eurya","pentaphylacaceae","shrub/tree",NA,0.45,75,0,0.2,0,0.25,0,0,0.55,4,0,0,NA,"1",75,400,80,NA,NA,0,0,NA,NA,0,0,NA,NA,"3b",2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-i",1,"372","eurya muricata",NA,NA,NA,NA,0.45,75,0,0.2,0,0.25,0,0,0.55,4,0,0,NA,"1",40,79,4,NA,NA,13,0.164556962025316,0.01,NA,0,0,NA,NA,"previously presumed to be 362b",2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-i",1,"611","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",0.45,75,0,0.2,0,0.25,0,0,0.55,4,0,0,NA,"1",71,120,30,NA,NA,0,0,NA,NA,0,0,NA,NA,"5b",2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-i",1,"611","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree",NA,0.45,75,0,0.2,0,0.25,0,0,0.55,4,0,0,NA,"1",71,120,30,NA,NA,0,0,NA,NA,0,0,NA,NA,"5b",2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-i",1,"104","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI",0.45,75,0,0.2,0,0.25,0,0,0.55,4,0,0,NA,"1",35,24,12,NA,NA,9,0.375,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-i",1,"104","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree",NA,0.45,75,0,0.2,0,0.25,0,0,0.55,4,0,0,NA,"1",35,24,12,NA,NA,9,0.375,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-i",1,"1594","seedling",NA,NA,NA,NA,0.45,75,0,0.2,0,0.25,0,0,0.55,4,0,0,NA,"n",5,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-i",1,"1614","seedling",NA,NA,NA,NA,0.45,75,0,0.2,0,0.25,0,0,0.55,4,0,0,NA,"n",5,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-ii",1,"240","itea omeiensis","itea","iteaceae","shrub","II",0.05,30,0,0.01,0,0.01,0.05,0,0.85,4,0,0.05,NA,"1",7,4,0,NA,NA,2,0.5,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-ii",1,"240","itea omeiensis","itea","iteaceae","shrub",NA,0.05,30,0,0.01,0,0.01,0.05,0,0.85,4,0,0.05,NA,"1",7,4,0,NA,NA,2,0.5,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-ii",1,"1166","seedling","unknown","unknown","unknown",NA,0.05,30,0,0.01,0,0.01,0.05,0,0.85,4,0,0.05,NA,"1",11,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-ii",1,"442","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree","EI",0.05,30,0,0.01,0,0.01,0.05,0,0.85,4,0,0.05,NA,"1",30,72,7,NA,NA,6,0.0833333333333333,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-ii",1,"442","vaccinium bracteatum","vaccinium","ericaceae","shrub/tree",NA,0.05,30,0,0.01,0,0.01,0.05,0,0.85,4,0,0.05,NA,"1",30,72,7,NA,NA,6,0.0833333333333333,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,NA,"br29","br29-iii",NA,NA,NA,NA,NA,NA,NA,0.01,15,0,0.01,0,0,0.05,0,0.95,8,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-iv",1,"1182","camellia japonica","camellia","theaceae","shrub/tree","EI",0.05,43,0,0.05,0,0.01,0.01,0,0.9,NA,0,0.05,NA,"1",17,5,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-iv",1,"1207","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP",0.05,43,0,0.05,0,0.01,0.01,0,0.9,NA,0,0.05,NA,"1",21,30,4,NA,NA,1,0.0333333333333333,0.15,NA,0,0,NA,NA,"outside plot",2024,NA,NA,NA,NA,NA
2024-05-30,"b","br29","br29-iv",1,"1193","premna microphylla","premna","lamiaceae","shrub/tree","EI",0.05,43,0,0.05,0,0.01,0.01,0,0.9,NA,0,0.05,NA,"1",12,4,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"64","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"1",41,24,7,NA,NA,6,0.25,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"64","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree",NA,0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"1",41,24,7,NA,NA,6,0.25,0.05,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"72","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"1",54,90,19,NA,NA,29,0.322222222222222,0.03,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"72","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree",NA,0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"1",54,90,19,NA,NA,29,0.322222222222222,0.03,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"115","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"115","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree",NA,0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"120","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"1",75,78,11,NA,NA,15,0.192307692307692,0.04,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"120","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree",NA,0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"1",75,78,11,NA,NA,15,0.192307692307692,0.04,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"1070","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"70","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI",0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"1",44,120,20,NA,NA,15,0.125,0.03,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"70","ilex suaveolens","ilex","aquifoliaceae","shrub/tree",NA,0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"1",44,120,20,NA,NA,15,0.125,0.03,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"1063","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP",0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"1",29,140,23,NA,NA,17,0.1,0.03,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-i",4,"146","seedling","unknown","unknown","unknown",NA,0.6,76,0.02,0.49,0,0.1,0.08,0,0.22,NA,0.04,0.06,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-ii",4,"33","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0.5,70,0,0.49,0.01,0,0.05,0,0.31,NA,0.04,0.1,NA,"1",89,95,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"noted for plot iii",2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-ii",4,"33","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree",NA,0.5,70,0,0.49,0.01,0,0.05,0,0.31,NA,0.04,0.1,NA,"1",89,95,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"noted for plot iii",2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-ii",4,"73","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0.5,70,0,0.49,0.01,0,0.05,0,0.31,NA,0.04,0.1,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4b",2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-ii",4,"73","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree",NA,0.5,70,0,0.49,0.01,0,0.05,0,0.31,NA,0.04,0.1,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4b",2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-ii",4,"25",NA,"unknown","unknown","unknown","EI",0.5,70,0,0.49,0.01,0,0.05,0,0.31,NA,0.04,0.1,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3b",2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-ii",4,"25",NA,"machilus","lauraceae","shrub/tree",NA,0.5,70,0,0.49,0.01,0,0.05,0,0.31,NA,0.04,0.1,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3b",2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-ii",4,"1051","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP",0.5,70,0,0.49,0.01,0,0.05,0,0.31,NA,0.04,0.1,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-ii",4,"103","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",0.5,70,0,0.49,0.01,0,0.05,0,0.31,NA,0.04,0.1,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-ii",4,"103","rhus chinensis","rhus","anacardiaceae","shrub/tree",NA,0.5,70,0,0.49,0.01,0,0.05,0,0.31,NA,0.04,0.1,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,NA,"br3","br3-iii",NA,NA,NA,NA,NA,NA,NA,0.78,80,0,0.13,0.01,0.64,0.04,0.01,0.08,NA,0.06,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"90","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP",1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"1",97,560,40,NA,NA,35,0.0625,0.04,NA,0,0,NA,NA,"noted for plot iii",2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"90","loropetalum chinense","loropetalum","hamamelidaceae","shrub",NA,1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"1",97,560,40,NA,NA,35,0.0625,0.04,NA,0,0,NA,NA,"noted for plot iii",2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"138","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP",1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"1",97,410,70,NA,NA,85,0.207317073170732,0.1,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"138","loropetalum chinense","loropetalum","hamamelidaceae","shrub",NA,1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"1",97,410,70,NA,NA,85,0.207317073170732,0.1,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"7","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP",1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"1",40,62,8,NA,NA,8,0.129032258064516,0.07,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"7","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree",NA,1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"1",40,62,8,NA,NA,8,0.129032258064516,0.07,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"77","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"1",61,12,0,NA,NA,1,0.0833333333333333,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"77","rhus chinensis","rhus","anacardiaceae","shrub/tree",NA,1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"1",61,12,0,NA,NA,1,0.0833333333333333,NA,NA,0,0,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"142","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP",1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"142","rhus chinensis","rhus","anacardiaceae","shrub/tree",NA,1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-05-15,"b","br3","br3-iv",4,"1065","seedling","unknown","unknown","unknown",NA,1,180,0.02,0.09,0,0.08,0,0,0,NA,0,0,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"766x","albizia julibrissin","albizia","fabaceae","shrub/tree","EI",0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"766","camellia fraterna","camellia","theaceae","shrub/tree","EI",0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"766","camellia fraterna","albizia","fabaceae","shrub/tree",NA,0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"1092","camellia fraterna","camellia","theaceae","shrub/tree","EI",0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"1108","camellia fraterna","camellia","theaceae","shrub/tree","EI",0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"679","itea omeiensis","itea","iteaceae","shrub","II",0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"679","itea omeiensis","itea","iteaceae","shrub",NA,0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"845","itea omeiensis","itea","iteaceae","shrub","II",0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"845","itea omeiensis","itea","iteaceae","shrub",NA,0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"1092","camellia fraterna","camellia","theaceae","shrub/tree","EI",0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,57,66,NA,0.227272727272727,0.303030303030303,2,NA,0.0757575757575758,0.151515151515152,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-ii",4,"untagged",NA,NA,NA,NA,NA,0.3,57,0.1,0.15,0,0.2,0.2,NA,0.7,3,NA,NA,NA,NA,60,4,NA,1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"873","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4b",2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"873","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree",NA,0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4b",2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"1007","camellia fraterna","camellia","theaceae","shrub/tree","EI",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"1105","camellia fraterna","camellia","theaceae","shrub/tree","EI",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"1115","camellia fraterna","camellia","theaceae","shrub/tree","EI",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"1138","camellia fraterna","camellia","theaceae","shrub/tree","EI",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3b",2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"1144","camellia fraterna","camellia","theaceae","shrub/tree","EI",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"676","itea omeiensis","itea","iteaceae","shrub","II",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"676","itea omeiensis","itea","iteaceae","shrub",NA,0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"723","itea omeiensis","itea","iteaceae","shrub","II",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"723","itea omeiensis","itea","iteaceae","shrub",NA,0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"879","itea omeiensis","itea","iteaceae","shrub","II",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3b",2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"879","itea omeiensis","itea","iteaceae","shrub",NA,0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3b",2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"1090","itea omeiensis","itea","iteaceae","shrub","II",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"1099","itea omeiensis","itea","iteaceae","shrub","II",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"1111","itea omeiensis","itea","iteaceae","shrub","II",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"1112","itea omeiensis","itea","iteaceae","shrub","II",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"1131","itea omeiensis","itea","iteaceae","shrub","II",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
2024-09-30,"b","bs18","bs18-iii",4,"879","itea omeiensis","itea","iteaceae","shrub","II",0.9,71,0,0.85,0,0.7,0.1,NA,0.9,20,NA,NA,NA,NA,133,400,NA,0.135,0.2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA
