"","date","site","plot","subplot","diversity","id","species","genus","family","growth_form","seed_source_short","type","survival","height","number_leaves","number_herb_damaged","number_fungal_damaged","number_necrotic_damaged","percent_hmin","percent_hmax","percent_fmin","percent_fmax","percent_nmin","percent_nmax","month","year","percent_herb","percent_necrose","percent_fungal","notes"
"1067",2023-09-27,"b","bj29","bj29-iv",8,"1293","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",31,20,2,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.1,0,0,"internal invader"
"1068",2023-09-27,"b","bj29","bj29-iv",8,"1305","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","n",29,100,10,0,0,0.01,0.01,NA,NA,NA,NA,9,2023,0.1,0,0,"3; external invader"
"1069",2023-09-27,"b","bj29","bj29-iv",8,"1321","itea omeiensis","itea","iteaceae","shrub","II","sapling","n",32,19,2,0,0,0.03,0.03,NA,NA,NA,NA,9,2023,0.105263157894737,0,0,"internal invader"
"1070",2023-09-27,"b","bj29","bj29-iv",8,"1323","smilax glabra","smilax","smilacaceae","shrub/liana","EI","sapling","n",125,8,3,0,0,0.1,0.1,NA,NA,NA,NA,9,2023,0.375,0,0,"external invader"
"1071",2023-09-27,"b","bj29","bj29-iv",8,"1330","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",22,8,2,2,0,0.01,0.05,0.01,0.01,NA,NA,9,2023,0.25,0,0.25,"external invader"
"1072",2023-09-27,"b","bj29","bj29-iv",8,"1333","unknown sp.","unknown","unknown","unknown",NA,"seedling","n",8,4,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,NA
"1073",2023-09-27,"b","bj29","bj29-iv",8,"1366","castanopsis sclerophylla","castanopsis","fagaceae","tree","II","sapling","n",19,13,2,0,0,0.01,0.7,NA,NA,NA,NA,9,2023,0.153846153846154,0,0,"internal invader"
"1074",2023-09-27,"b","bj29","bj29-iv",8,"1380","unknown sp.","unknown","unknown","unknown",NA,"seedling","n",13,9,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,NA
"1075",2023-09-27,"b","bj29","bj29-iv",8,"1388","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","n",17,15,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"1076",2023-09-27,"b","bj29","bj29-iv",8,"1390","buddleja lindleyana","buddleja","scrophulariaceae","shrub",NA,"seedling","n",11,11,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,NA
"1077",2023-09-27,"b","bj29","bj29-iv",8,"1401","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",10,4,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,NA
"1078",2023-09-27,"b","bj29","bj29-iv",8,"1413","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",32,19,4,3,0,0.01,0.05,0.05,0.05,NA,NA,9,2023,0.210526315789474,0,0.157894736842105,"external invader"
"1079",2023-09-27,"b","bj29","bj29-iv",8,"1415","buddleja lindleyana","buddleja","scrophulariaceae","shrub","EI","sapling","n",52,48,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"1080",2023-09-27,"b","bj29","bj29-iv",8,"1481","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","n",18,5,2,1,0,0.1,0.2,0.3,0.3,NA,NA,9,2023,0.4,0,0.2,"external invader"
"1081",2023-09-27,"b","bj29","bj29-iv",8,"382","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","1",54,14,9,0,0,0.01,0.2,NA,NA,NA,NA,9,2023,0.642857142857143,0,0,"external invader"
"1082",2023-09-27,"b","bj29","bj29-iv",8,"392","distylium buxifolium","distylium","hamamelidaceae","shrub/tree",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"1083",2023-09-27,"b","bj29","bj29-iv",8,"444","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","d;n",34,13,7,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.538461538461538,0,0,"external invader"
"1084",2023-09-27,"b","bj29","bj29-iv",8,"615x","camellia fraterna","camellia","theaceae","shrub/tree","EI",NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"external invader"
"1085",2023-09-27,"b","bj29","bj29-iv",8,"670","camellia fraterna","camellia","theaceae","shrub/tree","EI",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"external invader"
"1086",2023-09-27,"b","bj29","bj29-iv",8,"708x","unknown sp.","unknown","unknown","unknown",NA,NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"1087",2023-09-27,"b","bj29","bj29-iv",8,"793","trema cannabina","trema","cannabaceae","tree","EI","seedling","n",14,10,1,0,0,0.03,0.03,NA,NA,NA,NA,9,2023,0.1,0,0,"external invader"
"1088",2023-09-27,"b","bj29","bj29-iv",8,"793x","lindera erythrocarpa","lindera","lauraceae","shrub/tree","EI",NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"external invader"
"1089",2023-09-27,"b","bj29","bj29-iv",8,"820","camellia fraterna","camellia","theaceae","shrub/tree","EI",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"external invader"
"1090",2023-09-27,"b","bj29","bj29-iv",8,"924","unknown sp.","unknown","unknown","unknown",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"1091",2023-09-27,"b","bj29","bj29-iv",8,"925","unknown sp.","unknown","unknown","unknown",NA,"seedling","n",10,5,1,0,0,0.05,0.05,NA,NA,NA,NA,9,2023,0.2,0,0,NA
"1092",2023-09-27,"b","bj29","bj29-iv",8,"925x","itea omeiensis","itea","iteaceae","shrub","II",NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"internal invader"
"1093",2023-09-27,"b","bj29","bj29-iv",8,"947","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"external invader"
"1094",2023-09-27,"b","bj29","bj29-iv",8,"960x","camellia fraterna","camellia","theaceae","shrub/tree","EI",NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"external invader"
"1095",2023-09-27,"b","bj29","bj29-iv",8,"963","trema cannabina","trema","cannabaceae","tree",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"1096",2023-09-27,"b","bj29","bj29-iv.o",8,"1328","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",10,5,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,NA
"1097",2023-09-27,"b","bj29","bj29-iv.o",8,"906","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",63,55,17,3,0,0.01,0.6,0.03,0.03,NA,NA,9,2023,0.309090909090909,0,0.0545454545454545,"internal invader"
"1098",2023-09-27,"b","bj29","bj29-iv.o",8,"967","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",33,37,7,0,5,0.01,0.1,NA,NA,0.01,0.05,9,2023,0.189189189189189,0.135135135135135,0,"internal invader"
"1099",2023-09-28,"b","bn28","bn28-i",1,"1332","broussonetia papyrifera","broussonetia","moraceae","tree","EI","sapling","n",54,4,4,0,0,0.6,0.8,NA,NA,NA,NA,9,2023,1,0,0,"external invader"
"1100",2023-09-28,"b","bn28","bn28-i",1,"1356","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI","sapling","n",57,29,2,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.0689655172413793,0,0,"external invader"
"1101",2023-09-28,"b","bn28","bn28-ii",1,"1268","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",7,10,1,0,0,0.1,0.1,NA,NA,NA,NA,9,2023,0.1,0,0,NA
"1102",2023-09-28,"b","bn28","bn28-iii",1,"56","manglietia fordiana","manglietia","magnoliaceae","tree","II","sapling","1",46,41,1,0,0,0.01,0.01,NA,NA,NA,NA,9,2023,0.024390243902439,0,0,"41 leaves in plot; internal invader"
"1103",2023-09-28,"b","bn28","bn28-iv",1,"113","alniphyllum fortunei","alniphyllum","styracaceae","tree","II",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"internal invader"
"1104",2023-09-28,"b","bn28","bn28-iv",1,"204","alniphyllum fortunei","alniphyllum","styracaceae","tree","II","sapling","1",64,22,4,8,0,0.01,0.1,0.01,0.2,NA,NA,9,2023,0.181818181818182,0,0.363636363636364,"internal invader"
"1105",2023-09-28,"b","bn28","bn28-iv",1,"78","camellia japonica","camellia","theaceae","shrub/tree","EI","sapling","1",45,150,25,0,0,0.01,0.03,NA,NA,NA,NA,9,2023,0.166666666666667,0,0,"5; external invader"
"1106",2023-09-28,"b","bo27","bo27-i",2,"1329","manglietia fordiana","manglietia","magnoliaceae","tree","R","sapling","n",22,2,2,2,0,0.03,0.3,0.01,0.1,NA,NA,9,2023,1,0,1,"regeneration"
"1107",2023-09-28,"b","bo27","bo27-i",2,"708","smilax glabra","smilax","smilacaceae","shrub/liana","EI","sapling","l",103,68,1,0,4,0.03,0.03,NA,NA,0.01,0.1,9,2023,0.0147058823529412,0.0588235294117647,0,"outside plot; external invader"
"1108",2023-09-28,"b","bo27","bo27-i",2,"848","camellia fraterna","camellia","theaceae","shrub/tree","EI","sapling","1",31,24,5,8,0,0.01,0.1,0.01,0.2,NA,NA,9,2023,0.208333333333333,0,0.333333333333333,"external invader"
"1109",2023-09-28,"b","bo27","bo27-i",2,"922","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP","sapling","1",58,150,30,0,5,0.01,0.2,NA,NA,0.3,0.3,9,2023,0.2,0.0333333333333333,0,"5; planted, but not at this site"
"1110",2023-09-28,"b","bo27","bo27-ii",2,"1235","castanopsis fargesii","castanopsis","fagaceae","tree","II","seedling","s",11,3,1,0,0,0.03,0.03,NA,NA,NA,NA,9,2023,0.333333333333333,0,0,"seedling; internal invader"
"1111",2023-09-28,"b","bo27","bo27-ii",2,"1294","eurya muricata","eurya","pentaphylacaceae","shrub/tree",NA,NA,"",36,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"1112",2023-09-28,"b","bo27","bo27-ii",2,"1294a","loropetalum chinense","loropetalum","hamamelidaceae","shrub","ASP","sapling","n",36,76,4,8,0,0.01,0.75,0.1,0.3,NA,NA,9,2023,0.0526315789473684,0,0.105263157894737,"planted, but not at this site"
"1113",2023-09-28,"b","bo27","bo27-ii",2,"1345","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI","sapling","n",44,100,3,0,0,0.1,0.1,NA,NA,NA,NA,9,2023,0.03,0,0,"3; external invader"
"1114",2023-09-28,"b","bo27","bo27-iii",2,"1236","camellia japonica","camellia","theaceae","shrub/tree","EI","seedling","n",9,7,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"1115",2023-09-28,"b","bo27","bo27-iii",2,"1249","camellia japonica","camellia","theaceae","shrub/tree","EI","sapling","n",17,40,4,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.1,0,0,"external invader"
"1116",2023-09-28,"b","bo27","bo27-iii",2,"1263","camellia japonica","camellia","theaceae","shrub/tree","EI","seedling","n",11,10,2,0,0,0.01,0.03,NA,NA,NA,NA,9,2023,0.2,0,0,"external invader"
"1117",2023-09-28,"b","bo27","bo27-iii",2,"1283","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI","seedling","n",14,4,1,0,0,0.6,0.6,NA,NA,NA,NA,9,2023,0.25,0,0,"external invader"
"1118",2023-09-28,"b","bo27","bo27-iii",2,"1335","camellia japonica","camellia","theaceae","shrub/tree","EI","seedling","n",9,10,1,0,0,0.3,0.3,NA,NA,NA,NA,9,2023,0.1,0,0,"external invader"
"1119",2023-09-28,"b","bo27","bo27-iii",2,"1405","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","n",25,15,5,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.333333333333333,0,0,"planted, but not at this site"
"1120",2023-09-28,"b","bo27","bo27-iii",2,"577","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",24,9,3,4,0,0.01,0.8,0.01,0.2,NA,NA,9,2023,0.333333333333333,0,0.444444444444444,"internal invader"
"1121",2023-09-28,"b","bo27","bo27-iii",2,"866","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","1",37,48,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"planted, but not at this site"
"1122",2023-09-28,"b","bo27","bo27-iii",2,"889","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",23,13,8,4,0,0.01,0.3,0.01,0.1,NA,NA,9,2023,0.615384615384615,0,0.307692307692308,"external invader"
"1123",2023-09-28,"b","bo27","bo27-iii",2,"893","camellia japonica","camellia","theaceae","shrub/tree","EI","seedling","n",9,10,2,0,0,0.1,0.2,NA,NA,NA,NA,9,2023,0.2,0,0,"external invader"
"1124",2023-09-28,"b","bo27","bo27-iii",2,"939","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",19,15,10,1,0,0.01,0.3,0.2,0.2,NA,NA,9,2023,0.666666666666667,0,0.0666666666666667,"external invader"
"1125",2023-09-28,"b","bo27","bo27-iii",2,"949","camellia japonica","camellia","theaceae","shrub/tree","EI","sapling","1",24,22,3,0,0,0.01,0.3,NA,NA,NA,NA,9,2023,0.136363636363636,0,0,"external invader"
"1126",2023-09-28,"b","bo27","bo27-iii",2,"960","euonymus maxiflorus","euonymus","celastraceae","shrub/tree","EI","sapling","n",23,62,6,2,0,0.01,0.2,0.01,0.1,NA,NA,9,2023,0.0967741935483871,0,0.032258064516129,"external invader"
"1127",2023-09-28,"b","bo27","bo27-iii",2,"973","euonymus maxiflorus","euonymus","celastraceae","shrub/tree","EI","sapling","1",26,56,9,2,0,0.01,0.2,0.1,0.2,NA,NA,9,2023,0.160714285714286,0,0.0357142857142857,"external invader"
"1128",2023-09-28,"b","bo27","bo27-iii",2,"986","rhaphiolepis indica","rhaphiolepis","rosaceae","shrub/tree","ASP","sapling","1",22,23,0,6,0,NA,NA,0.01,0.1,NA,NA,9,2023,0,0,0.260869565217391,"planted, but not at this site"
"1129",2023-09-28,"b","bo27","bo27-iv",2,"1304","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",5,8,0,1,0,NA,NA,0.01,0.01,NA,NA,9,2023,0,0,0.125,NA
"1130",2023-09-28,"b","bo27","bo27-iv",2,"1306","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",14,3,2,2,0,0.01,0.2,0.01,0.4,NA,NA,9,2023,0.666666666666667,0,0.666666666666667,NA
"1131",2023-09-28,"b","bo27","bo27-iv",2,"1347","fraxinus insularis","fraxinus","oleaceae","tree","EI","seedling","n",7,4,0,1,0,NA,NA,0.1,0.1,NA,NA,9,2023,0,0,0.25,"external invader"
"1132",2023-09-28,"b","bo27","bo27-iv",2,"907","fraxinus insularis","fraxinus","oleaceae","tree","EI","seedling","1",12,3,3,0,0,0.01,0.3,NA,NA,NA,NA,9,2023,1,0,0,"external invader"
"1133",2023-09-28,"b","bo31","bo31-i",4,"1233","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","r",51,25,5,1,0,0.1,0.4,0.2,0.2,NA,NA,9,2023,0.2,0,0.04,"relabeled, formerly 901; external invader"
"1134",2023-09-28,"b","bo31","bo31-i",4,"1258","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","n",33,23,1,0,0,0.01,0.01,NA,NA,NA,NA,9,2023,0.0434782608695652,0,0,"planted, but not at this site"
"1135",2023-09-28,"b","bo31","bo31-i",4,"1274","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","r",61,21,5,0,0,0.03,0.2,NA,NA,NA,NA,9,2023,0.238095238095238,0,0,"external invader"
"1136",2023-09-28,"b","bo31","bo31-i",4,"443","machilus grijsi","machilus","lauraceae","shrub/tree","II","sapling","1",42,12,6,0,0,0.1,0.4,NA,NA,NA,NA,9,2023,0.5,0,0,"internal invader"
"1137",2023-09-28,"b","bo31","bo31-i",4,"650","camellia japonica","camellia","theaceae","shrub/tree","EI","sapling","1",66,150,10,0,0,NA,NA,NA,NA,NA,NA,9,2023,0.0666666666666667,0,0,"5; external invader"
"1138",2023-09-28,"b","bo31","bo31-i",4,"658","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",80,27,3,1,0,0.03,0.1,0.03,0.03,NA,NA,9,2023,0.111111111111111,0,0.037037037037037,"external invader"
"1139",2023-09-28,"b","bo31","bo31-i",4,"715","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,"external invader"
"1140",2023-09-28,"b","bo31","bo31-i",4,"819","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",60,13,1,0,0,0.03,0.03,NA,NA,NA,NA,9,2023,0.0769230769230769,0,0,"external invader"
"1141",2023-09-28,"b","bo31","bo31-i",4,"842","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",38,17,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"internal invader"
"1142",2023-09-28,"b","bo31","bo31-i",4,"913","alniphyllum fortunei","alniphyllum","styracaceae","tree",NA,NA,"",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"1143",2023-09-28,"b","bo31","bo31-i",4,"913a","alniphyllum fortunei","alniphyllum","styracaceae","tree","II","sapling","1",135,120,8,4,0,0.01,0.05,0.03,0.03,NA,NA,9,2023,0.0666666666666667,0,0.0333333333333333,"4; internal invader"
"1144",2023-09-28,"b","bo31","bo31-i",4,"942","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",35,21,3,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.142857142857143,0,0,"external invader"
"1145",2023-09-28,"b","bo31","bo31-ii",4,"1269","unknown sp.","unknown","unknown","unknown",NA,"sapling","n",36,16,2,0,2,0.01,0.03,NA,NA,0.01,0.03,9,2023,0.125,0.125,0,NA
"1146",2023-09-28,"b","bo31","bo31-ii",4,"1294","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","1",55,300,40,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.133333333333333,0,0,"relabelled from 876; 10; planted, but not at this site"
"1147",2023-09-28,"b","bo31","bo31-ii",4,"1348","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","n",24,14,5,3,0,0.01,0.5,0.01,0.05,NA,NA,9,2023,0.357142857142857,0,0.214285714285714,"external invader"
"1148",2023-09-28,"b","bo31","bo31-ii",4,"1357","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",84,180,36,12,0,0.01,0.8,0.03,0.03,NA,NA,9,2023,0.2,0,0.0666666666666667,"relabelled from 445: 6; external invader"
"1149",2023-09-28,"b","bo31","bo31-ii",4,"445","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"1150",2023-09-28,"b","bo31","bo31-ii",4,"736","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",41,15,6,1,0,0.01,0.1,0.05,0.05,NA,NA,9,2023,0.4,0,0.0666666666666667,"external invader"
"1151",2023-09-28,"b","bo31","bo31-ii",4,"876","eurya muricata","eurya","pentaphylacaceae","shrub/tree",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2023,NA,NA,NA,NA
"1152",2023-09-28,"b","bo31","bo31-ii",4,"918","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","1",53,39,6,0,0,0.01,0.3,NA,NA,NA,NA,9,2023,0.153846153846154,0,0,"planted, but not at this site"
"1153",2023-09-28,"b","bo31","bo31-iii",4,"117","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",33,16,5,0,6,0.01,0.6,NA,NA,0.01,0.05,9,2023,0.3125,0.375,0,"external invader"
"1154",2023-09-28,"b","bo31","bo31-iii",4,"1230","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","n",21,9,1,0,0,0.05,0.05,NA,NA,NA,NA,9,2023,0.111111111111111,0,0,"external invader"
"1155",2023-09-28,"b","bo31","bo31-iii",4,"1240","castanopsis fargesii","castanopsis","fagaceae","tree","II","sapling","n",43,34,8,0,2,0.01,0.1,NA,NA,0.01,0.1,9,2023,0.235294117647059,0.0588235294117647,0,"internal invader"
"1156",2023-09-28,"b","bo31","bo31-iii",4,"1270","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","n",24,14,4,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.285714285714286,0,0,"external invader"
"1157",2023-09-28,"b","bo31","bo31-iii",4,"1276","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","seedling","n",11,1,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"1158",2023-09-28,"b","bo31","bo31-iii",4,"1367","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","n",45,360,60,24,0,0.01,0.1,0.01,0.03,NA,NA,9,2023,0.166666666666667,0,0.0666666666666667,"12; planted, but not at this site"
"1159",2023-09-28,"b","bo31","bo31-iii",4,"1370","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","n",18,4,1,0,0,0.01,0.01,NA,NA,NA,NA,9,2023,0.25,0,0,"external invader"
"1160",2023-09-28,"b","bo31","bo31-iii",4,"1393","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","n",32,20,2,0,0,0.01,0.03,NA,NA,NA,NA,9,2023,0.1,0,0,"external invader"
"1161",2023-09-28,"b","bo31","bo31-iii",4,"1419","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","n",19,4,1,0,0,0.05,0.05,NA,NA,NA,NA,9,2023,0.25,0,0,"external invader"
"1162",2023-09-28,"b","bo31","bo31-iii",4,"21","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",29,9,1,1,0,0.03,0.03,0.03,0.03,NA,NA,9,2023,0.111111111111111,0,0.111111111111111,"external invader"
"1163",2023-09-28,"b","bo31","bo31-iii",4,"215","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",36,6,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"1164",2023-09-28,"b","bo31","bo31-iii",4,"219","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",23,7,3,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.428571428571429,0,0,"external invader"
"1165",2023-09-28,"b","bo31","bo31-iii",4,"227","itea omeiensis","itea","iteaceae","shrub","II","sapling","1",43,25,8,0,0,0.01,0.5,NA,NA,NA,NA,9,2023,0.32,0,0,"internal invader"
"1166",2023-09-28,"b","bo31","bo31-iii",4,"238","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",41,38,12,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.31578947368421,0,0,"external invader"
"1167",2023-09-28,"b","bo31","bo31-iii",4,"62","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",37,13,0,5,0,NA,NA,0.01,0.01,NA,NA,9,2023,0,0,0.384615384615385,"external invader"
"1168",2023-09-28,"b","bo31","bo31-iii",4,"817","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",46,48,4,0,0,0.01,0.5,NA,NA,NA,NA,9,2023,0.0833333333333333,0,0,"external invader"
"1169",2023-09-28,"b","bo31","bo31-iii",4,"877","eurya muricata","eurya","pentaphylacaceae","shrub/tree","ASP","sapling","1",42,150,40,0,0,0.01,0.3,NA,NA,NA,NA,9,2023,0.266666666666667,0,0,"5; planted, but not at this site"
"1170",2023-09-28,"b","bo31","bo31-iii",4,"908","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",27,11,7,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.636363636363636,0,0,"external invader"
"1171",2023-09-28,"b","bo31","bo31-iii",4,"966","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",52,57,10,10,0,0.01,0.3,0.05,0.1,NA,NA,9,2023,0.175438596491228,0,0.175438596491228,"external invader"
"1172",2023-09-28,"b","bo31","bo31-iv",4,"12","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",32,14,9,0,1,0.1,0.6,NA,NA,0.3,0.3,9,2023,0.642857142857143,0.0714285714285714,0,"external invader"
"1173",2023-09-28,"b","bo31","bo31-iv",4,"122","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",39,46,5,0,0,0.01,0.1,NA,NA,NA,NA,9,2023,0.108695652173913,0,0,"external invader"
"1174",2023-09-28,"b","bo31","bo31-iv",4,"1234","ilex ficoidea","ilex","aquifoliaceae","shrub/tree","EI","sapling","n",22,100,33,0,0,0.01,0.05,NA,NA,NA,NA,9,2023,0.33,0,0,"3; external invader"
"1175",2023-09-28,"b","bo31","bo31-iv",4,"1261","unknown sp.","unknown","unknown","unknown",NA,"seedling","s",5,7,0,0,2,NA,NA,NA,NA,0.01,0.2,9,2023,0,0.285714285714286,0,NA
"1176",2023-09-28,"b","bo31","bo31-iv",4,"1368","rhus chinensis","rhus","anacardiaceae","shrub/tree","ASP","seedling","n",14,4,0,3,0,NA,NA,0.03,0.03,NA,NA,9,2023,0,0,0.75,"check id; planted, but not at this site"
"1177",2023-09-28,"b","bo31","bo31-iv",4,"181","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",44,21,2,0,0,0.01,0.4,NA,NA,NA,NA,9,2023,0.0952380952380952,0,0,"external invader"
"1178",2023-09-28,"b","bo31","bo31-iv",4,"184","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",21,13,0,0,0,NA,NA,NA,NA,NA,NA,9,2023,0,0,0,"external invader"
"1179",2023-09-28,"b","bo31","bo31-iv",4,"251","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","seedling","1",13,8,4,0,0,0.05,0.3,NA,NA,NA,NA,9,2023,0.5,0,0,"external invader"
"1180",2023-09-28,"b","bo31","bo31-iv",4,"324","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",38,19,1,0,0,0.4,0.4,NA,NA,NA,NA,9,2023,0.0526315789473684,0,0,"external invader"
